,loss,val_loss
431,6.739940727129579e-05,7.37862937967293e-05
432,6.781531556043774e-05,6.734285125276074e-05
433,6.74410184728913e-05,7.173550693551078e-05
434,6.783107528463006e-05,7.131082384148613e-05
435,6.784084689570591e-05,6.707415741402656e-05
436,6.763526471331716e-05,6.841001595603302e-05
437,6.739425589330494e-05,7.207769522210583e-05
438,6.761093391105533e-05,6.732768815709278e-05
439,6.716206553392112e-05,7.565292617073283e-05
440,6.722362013533711e-05,7.797476428095251e-05
441,6.805331940995529e-05,7.227708556456491e-05
442,6.76845884299837e-05,6.860677240183577e-05
443,6.74011098453775e-05,6.710494926664978e-05
444,6.769119499949738e-05,7.052141154417768e-05
445,6.816743552917615e-05,7.828154048183933e-05
446,6.673725874861702e-05,7.096584158716723e-05
447,6.767305603716522e-05,7.155926141422242e-05
448,6.782681157346815e-05,7.019739132374525e-05
449,6.732563633704558e-05,6.706186104565859e-05
450,6.816313543822616e-05,9.009556379169226e-05
451,6.770655454602093e-05,6.860848952783272e-05
452,6.772260530851781e-05,7.04550911905244e-05
453,6.73127215122804e-05,6.853845115983859e-05
454,6.7891574872192e-05,6.97653231327422e-05
455,6.805560406064615e-05,6.798388494644314e-05
456,6.709551234962419e-05,7.730687502771616e-05
457,6.789575127186254e-05,6.757104711141437e-05
458,6.75198680255562e-05,6.900346488691866e-05
459,6.693822797387838e-05,6.950833630980924e-05
460,6.824114097980782e-05,7.09013911546208e-05
461,6.738472438883036e-05,7.073062442941591e-05
462,6.727661093464121e-05,8.506680023856461e-05
463,6.799177208449692e-05,7.286806066986173e-05
464,6.745792779838666e-05,7.298170385183766e-05
465,6.745490827597678e-05,7.584201375721022e-05
466,6.812212814111263e-05,6.818801193730906e-05
467,6.681936065433547e-05,6.863791350042447e-05
468,6.720871169818565e-05,6.809151818742976e-05
469,6.750306783942506e-05,6.949114322196692e-05
470,6.714178016409278e-05,6.869751814519987e-05
471,6.720917008351535e-05,7.43732089176774e-05
472,6.764055433450267e-05,6.882112211314961e-05
473,6.739671516697854e-05,6.789987673982978e-05
474,6.81686433381401e-05,6.699423101963475e-05
475,6.707508873660117e-05,6.844974996056408e-05
476,6.790432962588966e-05,6.90549859427847e-05
477,6.70796653139405e-05,6.96016286383383e-05
478,6.744309939676896e-05,6.758089148206636e-05
479,6.712326285196468e-05,6.993910210439935e-05
480,6.768276944058016e-05,7.229139737319201e-05
481,6.731539178872481e-05,6.91961104166694e-05
482,6.707505963277072e-05,7.157951040426269e-05
483,6.749838939867914e-05,6.96790884830989e-05
484,6.704348197672516e-05,7.062923396006227e-05
485,6.810022750869393e-05,7.218188693514094e-05
486,6.734029011568055e-05,6.875685357954353e-05
487,6.724486593157053e-05,6.97984651196748e-05
488,6.733557529514655e-05,6.786968879168853e-05
489,6.695534830214456e-05,7.973528408911079e-05
490,6.716055213473737e-05,6.690384179819375e-05
491,6.755731737939641e-05,6.825773743912578e-05
492,6.711146852467209e-05,6.87324209138751e-05
493,6.749870226485655e-05,6.865322939120233e-05
494,6.792606291128322e-05,7.313875539693981e-05
495,6.771332118660212e-05,6.836708780610934e-05
496,6.721536192344502e-05,7.177705265348777e-05
497,6.794525688746944e-05,6.851831858512014e-05
498,6.747776205884293e-05,7.344821642618626e-05
499,6.745986320311204e-05,7.386337529169396e-05
500,6.743617996107787e-05,6.802057032473385e-05
501,6.706271960865706e-05,6.75515693728812e-05
502,6.790638144593686e-05,6.871608638903126e-05
503,6.759913958376274e-05,6.817431130912155e-05
504,6.780876719858497e-05,7.039472257019952e-05
505,6.767399463569745e-05,6.740440585417673e-05
506,6.761788972653449e-05,6.7458713601809e-05
507,6.69730143272318e-05,6.831214705016464e-05
508,6.73337490297854e-05,7.289033237611875e-05
509,6.67243730276823e-05,6.68556967866607e-05
510,6.881944864289835e-05,7.450146949850023e-05
511,6.746340659447014e-05,6.774174835300073e-05
512,6.775381916668266e-05,6.922983448021114e-05
513,6.727739673806354e-05,6.719280645484105e-05
514,6.742404366377741e-05,6.786169979022816e-05
515,6.713475886499509e-05,6.78245269227773e-05
516,6.7966575443279e-05,7.048119005048648e-05
517,6.742031837347895e-05,6.859176937723532e-05
518,6.682891398668289e-05,6.761700933566317e-05
519,6.79327713442035e-05,6.806965393479913e-05
520,6.753593333996832e-05,6.880816363263875e-05
521,6.761356780771166e-05,6.809896876802668e-05
522,6.743092671968043e-05,7.305535109480843e-05
523,6.703328108415008e-05,7.004832878010347e-05
524,6.742215919075534e-05,7.106958946678787e-05
525,6.755879439879209e-05,6.749343447154388e-05
526,6.768162711523473e-05,6.718161603203043e-05
527,6.774473877158016e-05,7.640150579391047e-05
528,6.741496326867491e-05,6.828807090641931e-05
529,6.771962944185361e-05,7.37551090423949e-05
530,6.875151302665472e-05,7.665578596061096e-05
531,6.74245020491071e-05,6.796260277042165e-05
532,6.714895425830036e-05,7.064929377520457e-05
533,6.764665158698335e-05,6.884229514980689e-05
534,6.765584112145007e-05,6.908470095368102e-05
535,6.714756455039605e-05,6.709742592647672e-05
536,6.768177991034463e-05,7.132149039534852e-05
537,6.733475311193615e-05,6.777172529837117e-05
538,6.847004988230765e-05,6.743372068740427e-05
539,6.725557614117861e-05,6.839758134447038e-05
540,6.734250928275287e-05,6.990996189415455e-05
541,6.73989561619237e-05,6.746096187271178e-05
542,6.686335837002844e-05,8.43670786707662e-05
543,6.72017049510032e-05,7.171741162892431e-05
544,6.761537952115759e-05,6.747662700945511e-05
545,6.729312735842541e-05,6.946336361579597e-05
546,6.821373972343281e-05,6.840034620836377e-05
547,6.736542854923755e-05,6.858079723315313e-05
548,6.747642328264192e-05,6.900206062709913e-05
549,6.742477853549644e-05,6.951672548893839e-05
550,6.773115455871448e-05,6.783199205528945e-05
551,6.704982661176473e-05,6.76075869705528e-05
552,6.783667049603537e-05,7.233367068693042e-05
553,6.715865310980007e-05,6.709275476168841e-05
554,6.678374484181404e-05,6.726263382006437e-05
555,6.695758929708973e-05,6.746891449438408e-05
556,6.717880023643374e-05,7.130654557840899e-05
557,6.867162301205099e-05,6.840647256467491e-05
558,6.712300819344819e-05,6.990519614191726e-05
559,6.720495730405673e-05,6.794553337385878e-05
560,6.720133387716487e-05,6.706595740979537e-05
561,6.716614007018507e-05,6.753597699571401e-05
562,6.769776518922299e-05,7.078608905430883e-05
563,6.751163891749457e-05,6.875404505990446e-05
564,6.72453606966883e-05,6.912412936799228e-05
565,6.753888737875968e-05,6.902927270857617e-05
566,6.71209127176553e-05,6.921605381648988e-05
567,6.686428969260305e-05,6.838570698164403e-05
568,6.733918417012319e-05,6.777069938834757e-05
569,6.699137884425e-05,6.805503653595224e-05
570,6.72400783514604e-05,6.807816680520773e-05
571,6.753746856702492e-05,6.812085484853014e-05
572,6.81927558616735e-05,7.074444874888286e-05
573,6.669930007774383e-05,6.804346048738807e-05
574,6.758588278898969e-05,7.140541856642812e-05
575,6.896015111124143e-05,6.732044130330905e-05
576,6.724622653564438e-05,7.178944360930473e-05
577,6.673390453215688e-05,7.956844638101757e-05
578,6.756217044312507e-05,6.937629950698465e-05
579,6.712850881740451e-05,7.003745849942788e-05
580,6.752795889042318e-05,7.877051393734291e-05
